Width,Height,0.75,0.7575,0.765,0.7725,0.78,0.7875,0.795,0.8025,0.81,0.8175,0.825,0.8325,0.84,0.8475,0.855,0.8625,0.87,0.8775,0.885,0.8925,0.9,0.9075,0.915,0.9225,0.93,0.9375,0.945,0.9525,0.96,0.9675,0.975,0.9825,0.99,0.9975,1.005,1.0125,1.02,1.0275,1.035,1.0425,1.05,1.0575,1.065,1.0725,1.08,1.0875,1.095,1.1025,1.11,1.1175,1.125,1.1325,1.14,1.1475,1.155,1.1625,1.17,1.1775,1.185,1.1925,1.2,1.2075,1.215,1.2225,1.23,1.2375,1.245,1.2525,1.26,1.2675,1.275,1.2825,1.29,1.2975,1.305,1.3125,1.32,1.3275,1.335,1.3425,1.35,1.3575,1.365,1.3725,1.38,1.3875,1.395,1.4025,1.41,1.4175,1.425,1.4325,1.44,1.4475,1.455,1.4625,1.47,1.4775,1.485,1.4925,1.5
8e-07,6.85e-07,11363,11108,10821,10504,10167,9809.5,9438.4,9051.4,8654.1,8251.6,7850.1,7444.3,7034.9,6634.6,6235.8,5849.2,5462.4,5091.5,4727.1,4372.7,4026.4,3700.3,3384.5,3078.6,2789.2,2515.5,2254.7,2008.2,1776.1,1562.2,1363.9,1173.1,1002,843.33,700.72,570.71,457.53,355.63,270.17,197.23,134.55,87.264,47.932,21.782,8.3598,0,8.3598,24.243,49.963,81.295,127.74,174.7,235.78,299.33,369.51,447.58,533.12,621.27,711.18,809.06,905.2,1009.8,1112.9,1221.8,1330.2,1435.1,1545.4,1653.8,1763.3,1871.1,1977.1,2079.2,2177.7,2277.3,2368.6,2457.5,2544.7,2625.1,2698.2,2768.7,2830.5,2883.4,2930.8,2970.9,3001.7,3024.7,3037.8,3041.9,3034.6,3017.6,2991.4,2951.5,2900.2,2837.9,2764.1,2676.1,2576.7,2461.9,2333.7,2191.6,2032.9
8e-07,6.9e-07,11468,11213,10926,10609,10271,9911.9,9539.2,9150.3,8751,8346.2,7942.2,7533.6,7121.3,6718,6316.1,5926.3,5536.1,5161.7,4793.8,4435.9,4086,3756.3,3436.9,3127.5,2834.5,2557.3,2293.1,2043.3,1807.9,1590.8,1389.4,1195.6,1021.8,860.38,715.25,582.87,467.51,363.62,276.37,201.84,137.79,89.367,49.129,22.322,8.5005,0,8.5005,24.805,51.237,83.577,131.34,179.94,242.98,308.82,381.62,462.67,551.54,643.38,737.35,839.66,940.61,1050.4,1159.1,1274,1388.8,1500.6,1618,1734.2,1851.7,1968,2083,2194.5,2302.8,2412.8,2514.8,2614.9,2713.8,2806.5,2892.2,2975.8,3051.2,3118.2,3180.3,3235.4,3281.8,3320.8,3350.5,3371.7,3382,3383.1,3375.5,3354.8,3323.1,3280.9,3227.8,3161.1,3083.4,2990.8,2885.3,2766.5,2631.6
8e-07,6.95e-07,11556,11303,11016,10699,10361,10001,9627.3,9237.2,8836.4,8429.9,8023.9,7613.2,7198.6,6792.8,6388.2,5995.7,5602.6,5225.3,4854.3,4493.3,4140.3,3807.4,3484.9,3172.2,2876.1,2595.7,2328.5,2075.6,1837.1,1617.1,1413,1216.5,1040,876.19,728.73,594.18,476.8,371.06,282.14,206.14,140.81,91.331,50.248,22.828,8.6324,0,8.6324,25.331,52.432,85.719,134.73,184.86,249.75,317.74,393.03,476.89,568.91,664.24,762.04,868.55,974.05,1088.7,1202.8,1323.3,1444.2,1562.5,1686.8,1810.2,1935.4,2059.9,2183.3,2303.9,2421.5,2541.3,2653.6,2764.5,2874.5,2978.8,3076.6,3172.7,3261.2,3341.7,3417.7,3487.3,3548.5,3603,3648.6,3686.1,3713.3,3731.7,3742,3739.6,3726.8,3704,3670.7,3624.3,3567.5,3496.3,3412.7,3316.2,3204.3
8e-07,6.98e-07,11602,11349,11063,10746,10408,10048,9674.3,9283.7,8882.3,8475.1,8068.2,7656.5,7240.7,6833.7,6427.8,6033.8,5639.3,5260.4,4887.8,4525.1,4170.4,3835.8,3511.6,3197.2,2899.3,2617.2,2348.2,2093.7,1853.6,1632,1426.2,1228.3,1050.3,885.11,736.34,600.56,482.05,375.27,285.41,208.58,142.53,92.446,50.884,23.115,8.7075,0,8.7075,25.631,53.113,86.94,136.66,187.67,253.62,322.84,399.54,485.01,578.84,676.17,776.17,885.09,993.2,1110.7,1227.8,1351.6,1476,1598,1726.3,1853.9,1983.5,2112.6,2241,2366.7,2489.8,2615.3,2733.5,2850.5,2967,3078,3182.8,3286.2,3382.2,3470.5,3554.5,3632.5,3702.4,3765.8,3820.6,3867.6,3904.5,3933.1,3953.7,3962,3960.1,3948.5,3926.8,3892.2,3847.5,3788.8,3717.9,3634.4,3535.7
8e-07,7e-07,11629,11377,11091,10775,10437,10077,9703.2,9312.5,8910.8,8503.2,8095.8,7683.5,7267.1,6859.3,6452.6,6057.8,5662.4,5282.5,4909,4545.3,4189.5,3853.9,3528.5,3213,2914.1,2630.9,2360.9,2105.2,1864.1,1641.4,1434.7,1235.8,1056.9,890.82,741.22,604.66,485.42,377.97,287.51,210.15,143.63,93.163,51.293,23.3,8.7559,0,8.7559,25.824,53.552,87.728,137.91,189.48,256.11,326.14,403.76,490.27,585.26,683.89,785.31,895.79,1005.6,1125,1244.1,1370,1496.6,1621,1751.9,1882.2,2014.7,2146.9,2278.5,2407.5,2534.1,2663.3,2785.3,2906.4,3027.1,3142.5,3251.9,3360,3460.9,3554.2,3643.6,3727,3802.5,3871.7,3932.5,3985.7,4029,4064.2,4091.6,4106.8,4112,4107.8,4093.6,4066.7,4030,3979.3,3916.7,3841.8,3751.8
8e-07,7.02e-07,11653,11402,11117,10801,10464,10104,9730.3,9339.6,8937.6,8529.7,8122,7709.2,7292.2,6883.8,6476.3,6080.7,5684.5,5303.7,4929.3,4564.6,4207.9,3871.2,3544.8,3228.3,2928.3,2644.1,2373,2116.4,1874.2,1650.6,1442.9,1243.1,1063.3,896.35,745.95,608.63,488.69,380.59,289.55,211.67,144.7,93.86,51.691,23.48,8.8031,0,8.8031,26.012,53.98,88.496,139.13,191.25,258.55,329.35,407.86,495.39,591.53,691.42,794.24,906.25,1017.7,1138.9,1259.9,1387.9,1516.8,1643.5,1776.9,1909.9,2045.2,2180.4,2315.1,2447.4,2577.5,2710.3,2836.1,2961.2,3086,3205.7,3319.5,3432.2,3538,3636.3,3730.8,3819.6,3900.6,3975.6,4042.2,4101.6,4151.1,4192.7,4226.8,4248.8,4261.1,4264.1,4257.3,4238.1,4209.1,4166.4,4112,4045.4,3964
8e-07,7.05e-07,11686,11436,11152,10837,10500,10141,9767.6,9376.9,8974.9,8566.7,8158.5,7745.1,7327.4,6918.1,6509.7,6113.1,5715.7,5333.8,4958.1,4592.1,4234,3895.9,3568.1,3250.1,2948.7,2663,2390.4,2132.3,1888.8,1663.8,1454.7,1253.5,1072.5,904.33,752.77,614.36,493.41,384.38,292.5,213.87,146.26,94.869,52.267,23.74,8.8714,0,8.8714,26.285,54.601,89.61,140.89,193.82,262.09,334.02,413.84,502.85,600.65,702.38,807.23,921.47,1035.4,1159.1,1283,1414,1546.1,1676.3,1813.4,1950.3,2089.7,2229.2,2368.6,2505.7,2640.8,2778.9,2910.3,3041.1,3172,3298,3418.3,3537.9,3650.7,3756.3,3858.4,3955,4044.2,4127.6,4202.9,4271.1,4329.9,4381,4424.8,4456.9,4479.5,4493.1,4497.2,4489.1,4471.6,4440.7,4398.3,4344.1,4275.3
8e-07,7.1e-07,11729,11482,11200,10887,10552,10194,9821.2,9430.9,9029.1,8620.8,8212.3,7798.3,7379.7,6969.5,6559.9,6161.8,5762.9,5379.3,5001.8,4633.9,4273.8,3933.7,3603.8,3283.7,2980,2692.1,2417.4,2157.1,1911.3,1684.2,1473,1269.8,1086.8,916.76,763.41,623.32,500.79,390.31,297.12,217.32,148.69,96.455,53.173,24.151,8.9793,0,8.9793,26.716,55.582,91.37,143.68,197.88,267.68,341.42,423.31,514.67,615.11,719.78,827.86,945.64,1063.4,1191.3,1319.7,1455.6,1592.9,1728.6,1871.5,2014.7,2160.7,2307.2,2453.8,2598.7,2741.9,2888.5,3028.8,3168.9,3309.5,3445.5,3576.4,3706.9,3831,3948.4,4062.7,4172,4274.2,4371,4460.3,4542.9,4616.5,4682.9,4742.4,4790.7,4829.9,4860.6,4882.3,4892.3,4893.3,4881.3,4858.3,4824,4775.5
8e-07,7.15e-07,11758,11514,11236,10925,10592,10236,9864.4,9475.2,9074,8666.1,8257.7,7843.5,7424.7,7013.8,6603.4,6204.4,5804.3,5419.4,5040.5,4671.1,4309.3,3967.5,3635.8,3313.8,3008.3,2718.5,2441.8,2179.5,1931.9,1702.8,1489.8,1284.7,1100,928.18,773.2,631.56,507.6,395.79,301.39,220.51,150.95,97.926,54.014,24.532,9.0798,0,9.0798,27.118,56.497,93.015,146.29,201.68,272.93,348.35,432.18,525.76,628.69,736.12,847.25,968.38,1089.8,1221.7,1354.3,1494.7,1637,1777.9,1926.4,2075.5,2227.8,2380.9,2534.5,2686.7,2837.7,2992.3,3141,3290,3439.8,3585.5,3726.4,3867.3,4002.2,4130.9,4256.8,4378.2,4492.9,4602.6,4705.2,4801.6,4889.4,4970.4,5045.1,5108.9,5164,5211.1,5249.7,5276.9,5295.7,5301.9,5297.6,5282.4,5253.5
